,origin,destination,distance,duration
6375,Looked After Through Care Darlington Borough Council,Academy 360,47560,2671
6376,Looked After Through Care Darlington Borough Council,Age UK Sunderland,48746,2923
6377,Looked After Through Care Darlington Borough Council,All About You,52101,2971
6378,Looked After Through Care Darlington Borough Council,Approach Development,42511,2083
6379,Looked After Through Care Darlington Borough Council,Basement Project,65167,3692
6380,Looked After Through Care Darlington Borough Council,Belle Vue 60+ Club,39041,2086
6381,Looked After Through Care Darlington Borough Council,Belle Vue Centre Cafe,39041,2086
6382,Looked After Through Care Darlington Borough Council,Belle Vue Play Scheme,39041,2086
6383,Looked After Through Care Darlington Borough Council,Belle Vue Youth Project,39041,2086
6384,Looked After Through Care Darlington Borough Council,Benfield School,62959,3446
6385,Looked After Through Care Darlington Borough Council,Beyond Limits,27113,1899
6386,Looked After Through Care Darlington Borough Council,Bibby House - Changing Lives,52057,2561
6387,Looked After Through Care Darlington Borough Council,Bilton Hall Community Trust,56391,2781
6388,Looked After Through Care Darlington Borough Council,Blyth Star Enterprises,85877,4207
6389,Looked After Through Care Darlington Borough Council,Brougham Primary School,42480,2319
6390,Looked After Through Care Darlington Borough Council,Byker Community Association,61618,3343
6391,Looked After Through Care Darlington Borough Council,Cafe on the Shire - NTDF,65933,3545
6392,Looked After Through Care Darlington Borough Council,Changing Lives,50746,2461
6393,Looked After Through Care Darlington Borough Council,Cheesy Waffles Project,35168,1985
6394,Looked After Through Care Darlington Borough Council,Chester West & Central Community Project @ Bullion Hall,44679,2323
6395,Looked After Through Care Darlington Borough Council,Choysez,86979,4131
6396,Looked After Through Care Darlington Borough Council,Corbridge Middle School,84293,3790
6397,Looked After Through Care Darlington Borough Council,Cornerstones Cafe,42990,2229
6398,Looked After Through Care Darlington Borough Council,County Durham Tees Valley Rescue Mission,11813,1123
6399,Looked After Through Care Darlington Borough Council,Cumberland House,57522,2857
6400,Looked After Through Care Darlington Borough Council,Delta North Consett (formerly YMCA),50562,3178
6401,Looked After Through Care Darlington Borough Council,Dementia Care,70185,3441
6402,Looked After Through Care Darlington Borough Council,Dynamix Extreme Cic,57655,2869
6403,Looked After Through Care Darlington Borough Council,East Durham Community Initiatives,57534,2708
6404,Looked After Through Care Darlington Borough Council,East Durham Partnership,51098,2473
6405,Looked After Through Care Darlington Borough Council,Eastlea Community,55277,2573
6406,Looked After Through Care Darlington Borough Council,Elliott House /Westbridge,59103,3103
6407,Looked After Through Care Darlington Borough Council,Emmaus North East,58784,3015
6408,Looked After Through Care Darlington Borough Council,Eslington House Changing Lives,55207,2673
6409,Looked After Through Care Darlington Borough Council,Excelsior Academy,60761,3052
6410,Looked After Through Care Darlington Borough Council,Family Gateway,61043,3156
6411,Looked After Through Care Darlington Borough Council,Felling Community Association,55637,2790
6412,Looked After Through Care Darlington Borough Council,Forage Community Project,47894,2823
6413,Looked After Through Care Darlington Borough Council,Francis House Changing Lives,57637,2875
6414,Looked After Through Care Darlington Borough Council,Gateshead Young Peoples Mental Health Service,55637,2908
6415,Looked After Through Care Darlington Borough Council,Great Lumley Community Centre,40336,2297
6416,Looked After Through Care Darlington Borough Council,Great North Road Changing Lives,47932,2488
6417,Looked After Through Care Darlington Borough Council,Green Gates Primary,41811,2105
6418,Looked After Through Care Darlington Borough Council,Harrowgate Hill Primary,3063,469
6419,Looked After Through Care Darlington Borough Council,Haswell Mencap Lisa Dixon Centre,38078,2335
6420,Looked After Through Care Darlington Borough Council,Health Works Newcastle,63125,3081
6421,Looked After Through Care Darlington Borough Council,Hub of Wishes,15254,1222
6422,Looked After Through Care Darlington Borough Council,Investing in People and Culture,57170,2870
6423,Looked After Through Care Darlington Borough Council,"Jet (Wicker Chair) North,  Westerhope",63201,3057
6424,Looked After Through Care Darlington Borough Council,Junction 7,15254,1222
6425,Looked After Through Care Darlington Borough Council,Junior Neighbourhood Watch,15254,1222
6426,Looked After Through Care Darlington Borough Council,Kibblesworth Village Millenium Centre,51664,2649
6427,Looked After Through Care Darlington Borough Council,Kings Cafe,2735,443
6428,Looked After Through Care Darlington Borough Council,Labyrinth Holistic Cafe,19429,1209
6429,Looked After Through Care Darlington Borough Council,Little Sisters Of The Poor - Newcastle,58678,2980
6430,Looked After Through Care Darlington Borough Council,Lobley Hill Primary,53500,2604
6431,Looked After Through Care Darlington Borough Council,Mickley First School,73124,3687
6432,Looked After Through Care Darlington Borough Council,Miss Tina's Coffee Shop,52390,2967
6433,Looked After Through Care Darlington Borough Council,Mount Pleasant Primary School,4304,547
6434,Looked After Through Care Darlington Borough Council,Moving On Durham,39611,2350
6435,Looked After Through Care Darlington Borough Council,Murton Salvation Army,54237,2466
6436,Looked After Through Care Darlington Borough Council,New Walk Property Management Middlesbrough,24684,1514
6437,Looked After Through Care Darlington Borough Council,New Walk Property Management Stockton,19442,1188
6438,Looked After Through Care Darlington Borough Council,Newport Primary,24002,1449
6439,Looked After Through Care Darlington Borough Council,PACT House,51109,2764
6440,Looked After Through Care Darlington Borough Council,Park End Primary,29232,1720
6441,Looked After Through Care Darlington Borough Council,Pelton Community Centre,45079,2374
6442,Looked After Through Care Darlington Borough Council,People's Pantry,66641,3431
6443,Looked After Through Care Darlington Borough Council,Pickle Palace,66027,3441
6444,Looked After Through Care Darlington Borough Council,Pottery Bank Centre,62534,3457
6445,Looked After Through Care Darlington Borough Council,Praxis,59452,3103
6446,Looked After Through Care Darlington Borough Council,Prudhoe Castle First School,71884,3674
6447,Looked After Through Care Darlington Borough Council,Reach Out Recovery,41178,2373
6448,Looked After Through Care Darlington Borough Council,Ron Eager House Changing Lives,58510,3046
6449,Looked After Through Care Darlington Borough Council,Roseberry Primary,29233,1643
6450,Looked After Through Care Darlington Borough Council,Rosebrook,20660,1470
6451,Looked After Through Care Darlington Borough Council,Sanctuary Supported Housing,20431,1312
6452,Looked After Through Care Darlington Borough Council,Sanctuary Supported Living Hartlepool,42988,2287
6453,Looked After Through Care Darlington Borough Council,Selby Cottage Childrens Centre,43638,2326
6454,Looked After Through Care Darlington Borough Council,Soul Food Spaces (Peace Of Mind),53064,2807
6455,Looked After Through Care Darlington Borough Council,Sprinwell Community Hub,50701,2630
6456,Looked After Through Care Darlington Borough Council,St Davids Community Project,45015,2550
6457,Looked After Through Care Darlington Borough Council,St Gabriels Catholic Voluntary Academy,30515,1842
6458,Looked After Through Care Darlington Borough Council,St. John the Baptist Primary School,20075,1401
6459,Looked After Through Care Darlington Borough Council,St.Peters Court,42944,2607
6460,Looked After Through Care Darlington Borough Council,Sunderland Area Parent Support,44828,2482
6461,Looked After Through Care Darlington Borough Council,Sunderland North Family Zone,49460,3044
6462,Looked After Through Care Darlington Borough Council,Sunderland Ymca,49287,3000
6463,Looked After Through Care Darlington Borough Council,Sunshine Day Nursery at Seascape Children's Centre,49838,2497
6464,Looked After Through Care Darlington Borough Council,The Albert,48060,2250
6465,Looked After Through Care Darlington Borough Council,The Ashley Foundation,49801,3087
6466,Looked After Through Care Darlington Borough Council,The Laurels Childcare Ltd,33640,2125
6467,Looked After Through Care Darlington Borough Council,The Oasis Cafe,58452,2967
6468,Looked After Through Care Darlington Borough Council,The Opportunity Cafe,61142,3091
6469,Looked After Through Care Darlington Borough Council,The Rifty Youth Project,39419,2222
6470,Looked After Through Care Darlington Borough Council,Tyneside Vineyard Extraordinary Project,60659,3277
6471,Looked After Through Care Darlington Borough Council,Umbrella Community Centre,50587,3190
6472,Looked After Through Care Darlington Borough Council,Vinnie's Cafe,59012,3079
6473,Looked After Through Care Darlington Borough Council,Virginia House Changing Lives,58488,2944
6474,Looked After Through Care Darlington Borough Council,Wallsend People Centre,63195,3330
6475,Looked After Through Care Darlington Borough Council,Washingwell Primary School,56499,2890
6476,Looked After Through Care Darlington Borough Council,West View Primary School,44981,2262
6477,Looked After Through Care Darlington Borough Council,West View Project,45387,2263
6478,Looked After Through Care Darlington Borough Council,Wharton Trust,42822,2377
6479,Looked After Through Care Darlington Borough Council,Whitehead Street - Changing Lives,58141,2972
6480,Mickley First School,Abbey Hill Academy,72191,3465
6481,Mickley First School,Abbey Lodge,41197,2633
6482,Mickley First School,Abbott House Changing Lives,19504,1359
6483,Mickley First School,Academy 360,37749,2202
6484,Mickley First School,Age UK Sunderland,40077,2493
6485,Mickley First School,All About You,37764,2284
6486,Mickley First School,Approach Development,100258,4453
6487,Mickley First School,Basement Project,31028,2023
6488,Mickley First School,Belle Vue 60+ Club,74504,3659
6489,Mickley First School,Belle Vue Centre Cafe,74504,3659
6490,Mickley First School,Belle Vue Play Scheme,74504,3659
6491,Mickley First School,Belle Vue Youth Project,74504,3659
6492,Mickley First School,Benfield School,26228,1960
6493,Mickley First School,Beyond Limits,47898,2854
6494,Mickley First School,Bibby House - Changing Lives,32293,1878
6495,Mickley First School,Bilton Hall Community Trust,36627,2099
6496,Mickley First School,Blyth Star Enterprises,41939,2373
6497,Mickley First School,Brougham Primary School,68958,3414
6498,Mickley First School,Byker Community Association,23164,1792
6499,Mickley First School,Cafe on the Shire - NTDF,38155,2098
6500,Mickley First School,Changing Lives,23180,1343
6501,Mickley First School,Cheesy Waffles Project,42417,2214
6502,Mickley First School,Chester West & Central Community Project @ Bullion Hall,34128,1897
6503,Mickley First School,Choysez,43041,2297
6504,Mickley First School,Corbridge Middle School,12556,726
6505,Mickley First School,Cornerstones Cafe,32439,1802
6506,Mickley First School,County Durham Tees Valley Rescue Mission,65941,3096
6507,Mickley First School,Cumberland House,19491,1366
6508,Mickley First School,Delta North Consett (formerly YMCA),16319,1257
6509,Mickley First School,Dementia Care,26248,1607
6510,Mickley First School,Dynamix Extreme Cic,23454,1627
6511,Mickley First School,East Durham Community Initiatives,47286,2670
6512,Mickley First School,East Durham Partnership,54994,2775
6513,Mickley First School,Eastlea Community,45833,2500
6514,Mickley First School,Elliott House /Westbridge,18813,1341
6515,Mickley First School,Emmaus North East,39021,2333
6516,Mickley First School,Eslington House Changing Lives,20300,1231
6517,Mickley First School,Excelsior Academy,16088,1071
6518,Mickley First School,Family Gateway,30761,2175
6519,Mickley First School,Felling Community Association,25513,1826
6520,Mickley First School,Forage Community Project,39636,2387
6521,Mickley First School,Francis House Changing Lives,19606,1384
6522,Mickley First School,Gateshead Young Peoples Mental Health Service,22204,1459
6523,Mickley First School,Great Lumley Community Centre,35813,1980
6524,Mickley First School,Great North Road Changing Lives,37381,2061
6525,Mickley First School,Green Gates Primary,99559,4476
6526,Mickley First School,Harrowgate Hill Primary,69922,3290
6527,Mickley First School,Haswell Mencap Lisa Dixon Centre,50910,2753
6528,Mickley First School,Health Works Newcastle,16430,1100
6529,Mickley First School,Hub of Wishes,65600,3081
6530,Mickley First School,Investing in People and Culture,22263,1428
6531,Mickley First School,"Jet (Wicker Chair) North,  Westerhope",19263,1223
6532,Mickley First School,Junction 7,65600,3081
6533,Mickley First School,Junior Neighbourhood Watch,65600,3081
6534,Mickley First School,Kibblesworth Village Millenium Centre,25713,1621
6535,Mickley First School,Kings Cafe,70965,3363
6536,Mickley First School,Labyrinth Holistic Cafe,76172,3842
6537,Mickley First School,Little Sisters Of The Poor - Newcastle,18052,1216
6538,Mickley First School,Lobley Hill Primary,20659,1278
6539,Mickley First School,Looked After Through Care Darlington Borough Council,72692,3704
6540,Mickley First School,Miss Tina's Coffee Shop,38053,2280
6541,Mickley First School,Mount Pleasant Primary School,72907,3386
6542,Mickley First School,Moving On Durham,33830,2193
6543,Mickley First School,Murton Salvation Army,49337,2581
6544,Mickley First School,New Walk Property Management Middlesbrough,80829,3893
6545,Mickley First School,New Walk Property Management Stockton,75779,3787
6546,Mickley First School,Newport Primary,80147,3828
6547,Mickley First School,PACT House,24457,1659
6548,Mickley First School,Park End Primary,86729,4096
6549,Mickley First School,Pelton Community Centre,29238,1866
6550,Mickley First School,People's Pantry,11586,778
6551,Mickley First School,Pickle Palace,9637,715
6552,Mickley First School,Pottery Bank Centre,24509,1890
6553,Mickley First School,Praxis,17766,1181
6554,Mickley First School,Prudhoe Castle First School,3018,277
6555,Mickley First School,Reach Out Recovery,71920,3776
6556,Mickley First School,Ron Eager House Changing Lives,20950,1657
6557,Mickley First School,Roseberry Primary,73573,3564
6558,Mickley First School,Rosebrook,71990,3441
6559,Mickley First School,Sanctuary Supported Housing,75173,3654
6560,Mickley First School,Sanctuary Supported Living Hartlepool,69281,3490
6561,Mickley First School,Selby Cottage Childrens Centre,33087,1899
6562,Mickley First School,Soul Food Spaces (Peace Of Mind),22146,1487
6563,Mickley First School,Sprinwell Community Hub,27929,1765
6564,Mickley First School,St Davids Community Project,41071,2342
6565,Mickley First School,St Gabriels Catholic Voluntary Academy,88013,4218
6566,Mickley First School,St. John the Baptist Primary School,72996,3503
6567,Mickley First School,St.Peters Court,31281,2137
6568,Mickley First School,Sunderland Area Parent Support,40883,2273
6569,Mickley First School,Sunderland North Family Zone,41129,2668
6570,Mickley First School,Sunderland Ymca,41197,2633
6571,Mickley First School,Sunshine Day Nursery at Seascape Children's Centre,55091,2922
6572,Mickley First School,The Albert,55333,2814
6573,Mickley First School,The Ashley Foundation,40892,2581
6574,Mickley First School,The Laurels Childcare Ltd,45043,2364
6575,Mickley First School,The Oasis Cafe,18379,1260
6576,Mickley First School,The Opportunity Cafe,16469,1110
6577,Mickley First School,The Rifty Youth Project,70216,3556
6578,Mickley First School,Tyneside Vineyard Extraordinary Project,22634,1710
6579,Mickley First School,Umbrella Community Centre,16026,1191
6580,Mickley First School,Vinnie's Cafe,21469,1611
6581,Mickley First School,Virginia House Changing Lives,18038,1177
6582,Mickley First School,Wallsend People Centre,26373,2153
6583,Mickley First School,Washingwell Primary School,18898,1382
6584,Mickley First School,West View Primary School,67705,3315
6585,Mickley First School,West View Project,68112,3332
6586,Mickley First School,Wharton Trust,69080,3452
6587,Mickley First School,Whitehead Street - Changing Lives,38377,2290
6588,Miss Tina's Coffee Shop,Abbey Hill Academy,49710,2487
6589,Miss Tina's Coffee Shop,Abbey Lodge,4588,623
6590,Miss Tina's Coffee Shop,Abbott House Changing Lives,24082,1593
6591,Miss Tina's Coffee Shop,Academy 360,5355,630
6592,Miss Tina's Coffee Shop,Age UK Sunderland,3469,484
6593,Miss Tina's Coffee Shop,All About You,2032,266
6594,Miss Tina's Coffee Shop,Approach Development,71035,3037
6595,Miss Tina's Coffee Shop,Basement Project,21737,1809
6596,Miss Tina's Coffee Shop,Belle Vue 60+ Club,45280,2243
6597,Miss Tina's Coffee Shop,Belle Vue Centre Cafe,45280,2243
6598,Miss Tina's Coffee Shop,Belle Vue Play Scheme,45280,2243
6599,Miss Tina's Coffee Shop,Belle Vue Youth Project,45280,2243
6600,Miss Tina's Coffee Shop,Benfield School,20415,1563
6601,Miss Tina's Coffee Shop,Beyond Limits,56187,3453
6602,Miss Tina's Coffee Shop,Bibby House - Changing Lives,10755,849
6603,Miss Tina's Coffee Shop,Bilton Hall Community Trust,10010,884
6604,Miss Tina's Coffee Shop,Blyth Star Enterprises,34309,2313
6605,Miss Tina's Coffee Shop,Brougham Primary School,39735,1998
6606,Miss Tina's Coffee Shop,Byker Community Association,19817,1659
6607,Miss Tina's Coffee Shop,Cafe on the Shire - NTDF,19534,1603
6608,Miss Tina's Coffee Shop,Changing Lives,16637,1109
6609,Miss Tina's Coffee Shop,Cheesy Waffles Project,21035,1418
6610,Miss Tina's Coffee Shop,Chester West & Central Community Project @ Bullion Hall,18252,1323
6611,Miss Tina's Coffee Shop,Choysez,35411,2238
6612,Miss Tina's Coffee Shop,Corbridge Middle School,50185,2438
6613,Miss Tina's Coffee Shop,Cornerstones Cafe,16564,1228
6614,Miss Tina's Coffee Shop,County Durham Tees Valley Rescue Mission,45171,2406
6615,Miss Tina's Coffee Shop,Cumberland House,23414,1505
6616,Miss Tina's Coffee Shop,Delta North Consett (formerly YMCA),36879,2688
6617,Miss Tina's Coffee Shop,Dementia Care,29514,1999
6618,Miss Tina's Coffee Shop,Dynamix Extreme Cic,14762,1119
6619,Miss Tina's Coffee Shop,East Durham Community Initiatives,12875,1226
6620,Miss Tina's Coffee Shop,East Durham Partnership,25770,1359
6621,Miss Tina's Coffee Shop,Eastlea Community,16610,1084
6622,Miss Tina's Coffee Shop,Elliott House /Westbridge,24995,1751
6623,Miss Tina's Coffee Shop,Emmaus North East,8335,745
6624,Miss Tina's Coffee Shop,Eslington House Changing Lives,21099,1321
6625,Miss Tina's Coffee Shop,Excelsior Academy,26653,1700
6626,Miss Tina's Coffee Shop,Family Gateway,14644,1214
6627,Miss Tina's Coffee Shop,Felling Community Association,12744,1040
6628,Miss Tina's Coffee Shop,Forage Community Project,4481,610
6629,Miss Tina's Coffee Shop,Francis House Changing Lives,23529,1523
6630,Miss Tina's Coffee Shop,Gateshead Young Peoples Mental Health Service,16030,1383
6631,Miss Tina's Coffee Shop,Great Lumley Community Centre,16205,1369
6632,Miss Tina's Coffee Shop,Great North Road Changing Lives,21506,1487
6633,Miss Tina's Coffee Shop,Green Gates Primary,70335,3065
6634,Miss Tina's Coffee Shop,Harrowgate Hill Primary,49152,2600
6635,Miss Tina's Coffee Shop,Haswell Mencap Lisa Dixon Centre,22174,1620
6636,Miss Tina's Coffee Shop,Health Works Newcastle,29016,1729
6637,Miss Tina's Coffee Shop,Hub of Wishes,44830,2391
6638,Miss Tina's Coffee Shop,Investing in People and Culture,15975,1355
6639,Miss Tina's Coffee Shop,"Jet (Wicker Chair) North,  Westerhope",29092,1704
6640,Miss Tina's Coffee Shop,Junction 7,44830,2391
6641,Miss Tina's Coffee Shop,Junior Neighbourhood Watch,44830,2391
6642,Miss Tina's Coffee Shop,Kibblesworth Village Millenium Centre,17556,1297
6643,Miss Tina's Coffee Shop,Kings Cafe,50195,2673
6644,Miss Tina's Coffee Shop,Labyrinth Holistic Cafe,52346,2570
6645,Miss Tina's Coffee Shop,Little Sisters Of The Poor - Newcastle,24570,1628
6646,Miss Tina's Coffee Shop,Lobley Hill Primary,19392,1252
6647,Miss Tina's Coffee Shop,Looked After Through Care Darlington Borough Council,51922,3014
6648,Miss Tina's Coffee Shop,Mickley First School,39016,2335
6649,Miss Tina's Coffee Shop,Mount Pleasant Primary School,52137,2696
6650,Miss Tina's Coffee Shop,Moving On Durham,24180,1663
6651,Miss Tina's Coffee Shop,Murton Salvation Army,20114,1165
6652,Miss Tina's Coffee Shop,New Walk Property Management Middlesbrough,51606,2477
6653,Miss Tina's Coffee Shop,New Walk Property Management Stockton,52359,2549
6654,Miss Tina's Coffee Shop,Newport Primary,50923,2412
6655,Miss Tina's Coffee Shop,PACT House,23723,1780
6656,Miss Tina's Coffee Shop,Park End Primary,57506,2680
6657,Miss Tina's Coffee Shop,Pelton Community Centre,17693,1390
6658,Miss Tina's Coffee Shop,People's Pantry,32533,2079
6659,Miss Tina's Coffee Shop,Pickle Palace,31918,2089
6660,Miss Tina's Coffee Shop,Pottery Bank Centre,19937,1644
6661,Miss Tina's Coffee Shop,Praxis,25344,1750
6662,Miss Tina's Coffee Shop,Prudhoe Castle First School,37776,2322
6663,Miss Tina's Coffee Shop,Reach Out Recovery,42696,2361
6664,Miss Tina's Coffee Shop,Ron Eager House Changing Lives,16709,1362
6665,Miss Tina's Coffee Shop,Roseberry Primary,44350,2148
6666,Miss Tina's Coffee Shop,Rosebrook,48272,2324
6667,Miss Tina's Coffee Shop,Sanctuary Supported Housing,50427,2346
6668,Miss Tina's Coffee Shop,Sanctuary Supported Living Hartlepool,40058,2075
6669,Miss Tina's Coffee Shop,Selby Cottage Childrens Centre,17212,1325
6670,Miss Tina's Coffee Shop,Soul Food Spaces (Peace Of Mind),17207,1444
6671,Miss Tina's Coffee Shop,Sprinwell Community Hub,13381,1118
6672,Miss Tina's Coffee Shop,St Davids Community Project,8120,922
6673,Miss Tina's Coffee Shop,St Gabriels Catholic Voluntary Academy,58789,2802
6674,Miss Tina's Coffee Shop,St. John the Baptist Primary School,47656,2229
6675,Miss Tina's Coffee Shop,St.Peters Court,24215,1705
6676,Miss Tina's Coffee Shop,Sunderland Area Parent Support,8141,913
6677,Miss Tina's Coffee Shop,Sunderland North Family Zone,4520,659
6678,Miss Tina's Coffee Shop,Sunderland Ymca,4588,623
6679,Miss Tina's Coffee Shop,Sunshine Day Nursery at Seascape Children's Centre,25868,1506
6680,Miss Tina's Coffee Shop,The Albert,26110,1398
6681,Miss Tina's Coffee Shop,The Ashley Foundation,4283,572
6682,Miss Tina's Coffee Shop,The Laurels Childcare Ltd,24230,1638
6683,Miss Tina's Coffee Shop,The Oasis Cafe,24344,1615
6684,Miss Tina's Coffee Shop,The Opportunity Cafe,27034,1739
6685,Miss Tina's Coffee Shop,The Rifty Youth Project,40992,2140
6686,Miss Tina's Coffee Shop,Tyneside Vineyard Extraordinary Project,18556,1593
6687,Miss Tina's Coffee Shop,Umbrella Community Centre,35829,2616
6688,Miss Tina's Coffee Shop,Vinnie's Cafe,17210,1395
6689,Miss Tina's Coffee Shop,Virginia House Changing Lives,24379,1592
6690,Miss Tina's Coffee Shop,Wallsend People Centre,16796,1388
6691,Miss Tina's Coffee Shop,Washingwell Primary School,22391,1538
6692,Miss Tina's Coffee Shop,West View Primary School,38482,1899
6693,Miss Tina's Coffee Shop,West View Project,38889,1916
6694,Miss Tina's Coffee Shop,Wharton Trust,39857,2036
6695,Miss Tina's Coffee Shop,Whitehead Street - Changing Lives,9491,878
6696,Mount Pleasant Primary School,Abbey Hill Academy,23382,1763
6697,Mount Pleasant Primary School,Abbey Lodge,49374,2744
6698,Mount Pleasant Primary School,Abbott House Changing Lives,58277,2689
6699,Mount Pleasant Primary School,Academy 360,47647,2415
6700,Mount Pleasant Primary School,Age UK Sunderland,48833,2666
6701,Mount Pleasant Primary School,All About You,52188,2714
6702,Mount Pleasant Primary School,Approach Development,45650,2368
6703,Mount Pleasant Primary School,Basement Project,65254,3435
6704,Mount Pleasant Primary School,Belle Vue 60+ Club,39595,2190
6705,Mount Pleasant Primary School,Belle Vue Centre Cafe,39595,2190
6706,Mount Pleasant Primary School,Belle Vue Play Scheme,39595,2190
6707,Mount Pleasant Primary School,Belle Vue Youth Project,39595,2190
6708,Mount Pleasant Primary School,Benfield School,63046,3189
6709,Mount Pleasant Primary School,Beyond Limits,26455,1685
6710,Mount Pleasant Primary School,Bibby House - Changing Lives,52144,2304
6711,Mount Pleasant Primary School,Bilton Hall Community Trust,56477,2525
6712,Mount Pleasant Primary School,Blyth Star Enterprises,85963,3951
6713,Mount Pleasant Primary School,Brougham Primary School,43067,2466
6714,Mount Pleasant Primary School,Byker Community Association,61705,3087
6715,Mount Pleasant Primary School,Cafe on the Shire - NTDF,66020,3289
6716,Mount Pleasant Primary School,Changing Lives,50832,2205
6717,Mount Pleasant Primary School,Cheesy Waffles Project,35254,1729
6718,Mount Pleasant Primary School,Chester West & Central Community Project @ Bullion Hall,44765,2067
6719,Mount Pleasant Primary School,Choysez,87065,3875
6720,Mount Pleasant Primary School,Corbridge Middle School,84380,3534
6721,Mount Pleasant Primary School,Cornerstones Cafe,43077,1973
6722,Mount Pleasant Primary School,County Durham Tees Valley Rescue Mission,13372,947
6723,Mount Pleasant Primary School,Cumberland House,57609,2601
6724,Mount Pleasant Primary School,Delta North Consett (formerly YMCA),47488,2895
6725,Mount Pleasant Primary School,Dementia Care,70272,3185
6726,Mount Pleasant Primary School,Dynamix Extreme Cic,57742,2613
6727,Mount Pleasant Primary School,East Durham Community Initiatives,51363,2677
6728,Mount Pleasant Primary School,East Durham Partnership,46889,2477
6729,Mount Pleasant Primary School,Eastlea Community,49910,2507
6730,Mount Pleasant Primary School,Elliott House /Westbridge,59190,2847
6731,Mount Pleasant Primary School,Emmaus North East,58871,2759
6732,Mount Pleasant Primary School,Eslington House Changing Lives,55294,2417
6733,Mount Pleasant Primary School,Excelsior Academy,60848,2796
6734,Mount Pleasant Primary School,Family Gateway,61130,2900
6735,Mount Pleasant Primary School,Felling Community Association,55724,2534
6736,Mount Pleasant Primary School,Forage Community Project,47981,2567
6737,Mount Pleasant Primary School,Francis House Changing Lives,57724,2619
6738,Mount Pleasant Primary School,Gateshead Young Peoples Mental Health Service,55724,2652
6739,Mount Pleasant Primary School,Great Lumley Community Centre,40423,2041
6740,Mount Pleasant Primary School,Great North Road Changing Lives,48019,2232
6741,Mount Pleasant Primary School,Green Gates Primary,44951,2390
6742,Mount Pleasant Primary School,Harrowgate Hill Primary,4510,538
6743,Mount Pleasant Primary School,Haswell Mencap Lisa Dixon Centre,38165,2078
6744,Mount Pleasant Primary School,Health Works Newcastle,63211,2825
6745,Mount Pleasant Primary School,Hub of Wishes,13183,918
6746,Mount Pleasant Primary School,Investing in People and Culture,57257,2614
6747,Mount Pleasant Primary School,"Jet (Wicker Chair) North,  Westerhope",63287,2800
6748,Mount Pleasant Primary School,Junction 7,13183,918
6749,Mount Pleasant Primary School,Junior Neighbourhood Watch,13183,918
6750,Mount Pleasant Primary School,Kibblesworth Village Millenium Centre,51751,2393
6751,Mount Pleasant Primary School,Kings Cafe,3535,427
6752,Mount Pleasant Primary School,Labyrinth Holistic Cafe,22569,1493
6753,Mount Pleasant Primary School,Little Sisters Of The Poor - Newcastle,58765,2724
6754,Mount Pleasant Primary School,Lobley Hill Primary,53587,2348
6755,Mount Pleasant Primary School,Looked After Through Care Darlington Borough Council,4247,605
6756,Mount Pleasant Primary School,Mickley First School,73211,3431
6757,Mount Pleasant Primary School,Miss Tina's Coffee Shop,52477,2711
6758,Mount Pleasant Primary School,Moving On Durham,39698,2094
6759,Mount Pleasant Primary School,Murton Salvation Army,44267,2327
6760,Mount Pleasant Primary School,New Walk Property Management Middlesbrough,27824,1798
6761,Mount Pleasant Primary School,New Walk Property Management Stockton,22582,1473
6762,Mount Pleasant Primary School,Newport Primary,27141,1733
6763,Mount Pleasant Primary School,PACT House,51196,2508
6764,Mount Pleasant Primary School,Park End Primary,32372,2004
6765,Mount Pleasant Primary School,Pelton Community Centre,45166,2118
6766,Mount Pleasant Primary School,People's Pantry,66728,3175
6767,Mount Pleasant Primary School,Pickle Palace,66113,3185
6768,Mount Pleasant Primary School,Pottery Bank Centre,62621,3201
6769,Mount Pleasant Primary School,Praxis,59539,2846
6770,Mount Pleasant Primary School,Prudhoe Castle First School,71971,3418
6771,Mount Pleasant Primary School,Reach Out Recovery,41732,2460
6772,Mount Pleasant Primary School,Ron Eager House Changing Lives,58597,2790
6773,Mount Pleasant Primary School,Roseberry Primary,32373,1928
6774,Mount Pleasant Primary School,Rosebrook,23800,1754
6775,Mount Pleasant Primary School,Sanctuary Supported Housing,23571,1596
6776,Mount Pleasant Primary School,Sanctuary Supported Living Hartlepool,41518,2456
6777,Mount Pleasant Primary School,Selby Cottage Childrens Centre,43725,2070
6778,Mount Pleasant Primary School,Soul Food Spaces (Peace Of Mind),53150,2550
6779,Mount Pleasant Primary School,Sprinwell Community Hub,50788,2374
6780,Mount Pleasant Primary School,St Davids Community Project,45102,2293
6781,Mount Pleasant Primary School,St Gabriels Catholic Voluntary Academy,33655,2126
6782,Mount Pleasant Primary School,St. John the Baptist Primary School,23215,1685
6783,Mount Pleasant Primary School,St.Peters Court,43030,2351
6784,Mount Pleasant Primary School,Sunderland Area Parent Support,44915,2226
6785,Mount Pleasant Primary School,Sunderland North Family Zone,49547,2788
6786,Mount Pleasant Primary School,Sunderland Ymca,49374,2744
6787,Mount Pleasant Primary School,Sunshine Day Nursery at Seascape Children's Centre,45629,2501
6788,Mount Pleasant Primary School,The Albert,39757,2157
6789,Mount Pleasant Primary School,The Ashley Foundation,49888,2831
6790,Mount Pleasant Primary School,The Laurels Childcare Ltd,33726,1869
6791,Mount Pleasant Primary School,The Oasis Cafe,58539,2711
6792,Mount Pleasant Primary School,The Opportunity Cafe,61229,2835
6793,Mount Pleasant Primary School,The Rifty Youth Project,39973,2326
